,noise_case,paramid,parameter,parameter_value,split,n_train,interp_type,ncomp,gp_noise,gp_length,gp_const,dl_alpha,rmse,maxerr,global_mean_minerr,global_mean_maxerr,global_mean_rmse,global_max_rmse,global_var_rmse
339,theo,,,,4,71,GP,26,1e-05,4.0,10.0,,,,5.921189464667501e-17,0.04086470561297669,0.022388680103353598,0.11863256443555738,0.00048606125768746043
340,theo,,,,4,71,GP,26,0.001,4.0,10.0,,,,6.661338147750939e-17,0.040864684519677494,0.022388678716873462,0.11863251601708044,0.00048606094000477076
341,theo,,,,4,71,GP,26,0.1,4.0,10.0,,,,6.29126380620922e-17,0.043390010444027106,0.023812305205677467,0.16334799443040146,0.0008440891216410537
342,theo,,,,4,71,GP,26,1e-05,7.0,10.0,,,,5.181040781584064e-17,0.04133224865925887,0.022674754757482582,0.12184161345132845,0.0005054232561884956
343,theo,,,,4,71,GP,26,0.001,7.0,10.0,,,,4.4408920985006264e-17,0.04086463074266646,0.02238864693322119,0.11863146849783889,0.0004860540988069295
344,theo,,,,4,71,GP,26,0.1,7.0,10.0,,,,5.551115123125783e-17,0.043390038824488095,0.023812305055476744,0.16334799077251203,0.000844089091444565
345,theo,,,,4,71,GP,26,1e-05,10.0,10.0,,,,5.181040781584064e-17,0.04086461392126628,0.02238865255979607,0.11863163548866246,0.0004860551705596535
346,theo,,,,4,71,GP,26,0.001,10.0,10.0,,,,7.401486830834377e-17,0.04086462715135368,0.022388653646237835,0.1186316730555482,0.00048605541924885964
347,theo,,,,4,71,GP,26,0.1,10.0,10.0,,,,5.551115123125783e-17,0.04339011972670554,0.0238123167042074,0.1633483440258359,0.0008440924215118849
348,theo,,,,4,71,GP,27,1e-05,1.0,10.0,,,,5.181040781584064e-17,0.04136189014235956,0.02268621895536814,0.1221661608505078,0.0005073125703306042
349,theo,,,,4,71,GP,27,0.001,1.0,10.0,,,,5.921189464667501e-17,0.04136187218033906,0.02268622021534376,0.12216620144890936,0.0005073128473769515
350,theo,,,,4,71,GP,27,0.1,1.0,10.0,,,,7.771561172376095e-17,0.04388956870185647,0.02411223891011415,0.172300581838758,0.0009311387025771903
351,theo,,,,4,71,GP,27,1e-05,4.0,10.0,,,,2.0724163126336256e-16,0.04089769755840911,0.022401499740268838,0.11898908150318932,0.000488196367746299
352,theo,,,,4,71,GP,27,0.001,4.0,10.0,,,,5.551115123125783e-17,0.040897735647404246,0.022401499727542715,0.11898908366302097,0.0004881963799057951
353,theo,,,,4,71,GP,27,0.1,4.0,10.0,,,,5.181040781584064e-17,0.04388958942782674,0.024112244126806303,0.17230075778102888,0.0009311404863034015
354,theo,,,,4,71,GP,27,1e-05,7.0,10.0,,,,1.295260195396016e-16,0.04136242140820278,0.022686607215735455,0.1221695779496809,0.0005073346704950338
355,theo,,,,4,71,GP,27,0.001,7.0,10.0,,,,1.1102230246251565e-16,0.04089774631149733,0.022401495958678443,0.11898896009263556,0.00048819558578438256
356,theo,,,,4,71,GP,27,0.1,7.0,10.0,,,,2.9605947323337513e-17,0.0438895667128164,0.0241122358777809,0.17230051129187532,0.0009311380143718235
357,theo,,,,4,71,GP,27,1e-05,10.0,10.0,,,,1.4432899320127036e-16,0.040897722687716145,0.022401521235036807,0.11898983585874626,0.00048820133666419973
358,theo,,,,4,71,GP,27,0.001,10.0,10.0,,,,5.551115123125783e-17,0.040897726490097555,0.022401511400404913,0.11898945626912795,0.00048819882496239507
359,theo,,,,4,71,GP,27,0.1,10.0,10.0,,,,8.511709855459534e-17,0.04388958659970076,0.02411225656584347,0.17230114700941374,0.0009311444046471786
360,theo,,,,5,71,GP,23,1e-05,1.0,10.0,,,,5.1810407815840646e-17,0.03355476155320916,0.020216686490846483,0.050361883464503356,0.00016688897473529033
361,theo,,,,5,71,GP,23,0.001,1.0,10.0,,,,4.810966440042345e-17,0.03355477732595709,0.020216685985259993,0.050361892929015405,0.00016688897638830795
362,theo,,,,5,71,GP,23,0.1,1.0,10.0,,,,5.551115123125783e-17,0.03362115508279444,0.02024704340669785,0.0500623625044695,0.00016695302506231736
363,theo,,,,5,71,GP,23,1e-05,4.0,10.0,,,,4.810966440042346e-17,0.033554770732428046,0.02021668581346593,0.05036189134825142,0.00016688897582628224
364,theo,,,,5,71,GP,23,0.001,4.0,10.0,,,,5.921189464667501e-17,0.03355478214674553,0.02021668668896469,0.050361893571625904,0.00016688897701746025
365,theo,,,,5,71,GP,23,0.1,4.0,10.0,,,,1.3322676295501878e-16,0.03362114820615961,0.02024704223031397,0.050062364277936935,0.00016695302722952572
366,theo,,,,5,71,GP,23,1e-05,7.0,10.0,,,,9.62193288008469e-17,0.03355477469746974,0.02021668512700346,0.050361925977957134,0.0001668889975490003
367,theo,,,,5,71,GP,23,0.001,7.0,10.0,,,,4.810966440042345e-17,0.03355478594622944,0.02021668581028014,0.05036189156592826,0.00016688897689441418
368,theo,,,,5,71,GP,23,0.1,7.0,10.0,,,,6.29126380620922e-17,0.03362117133286085,0.020247042080593098,0.05006236389125726,0.00016695302757484268
369,theo,,,,5,71,GP,23,1e-05,10.0,10.0,,,,5.1810407815840646e-17,0.03403561654094642,0.020549559593212207,0.051261870052931396,0.0001702286329878457
370,theo,,,,5,71,GP,23,0.001,10.0,10.0,,,,4.070817756958908e-17,0.034035715417404196,0.020549618217070315,0.05126199423233905,0.0001702296813175706
371,theo,,,,5,71,GP,23,0.1,10.0,10.0,,,,7.771561172376095e-17,0.03362116401734321,0.020247041841118404,0.05006235905062107,0.00016695302655588026
372,theo,,,,5,71,GP,24,1e-05,1.0,10.0,,,,8.881784197001253e-17,0.034038915120706746,0.020546148895466958,0.05113356713021543,0.00016971541291627238
373,theo,,,,5,71,GP,24,0.001,1.0,10.0,,,,3.33066907387547e-17,0.03356738884560649,0.020216502300946123,0.05022118062572508,0.00016660088282212737
374,theo,,,,5,71,GP,24,0.1,1.0,10.0,,,,5.921189464667501e-17,0.03417550506027157,0.02061084709303057,0.05066567171444508,0.00016966128532578878
375,theo,,,,5,71,GP,24,1e-05,4.0,10.0,,,,6.661338147750939e-17,0.03356739352890932,0.02021650236899456,0.050221183448879464,0.00016660088295674278
376,theo,,,,5,71,GP,24,0.001,4.0,10.0,,,,5.551115123125783e-17,0.033567415287305065,0.02021650324821311,0.050221164670314095,0.00016660087324253545
377,theo,,,,5,71,GP,24,0.1,4.0,10.0,,,,4.440892098500627e-17,0.033699234955208796,0.020274785248159337,0.049678616512227346,0.0001667237584662338
378,theo,,,,5,71,GP,24,1e-05,7.0,10.0,,,,3.700743415417188e-17,0.03356736418429277,0.020216500859639577,0.050221200545753596,0.0001666008950977267
379,theo,,,,5,71,GP,24,0.001,7.0,10.0,,,,5.1810407815840646e-17,0.0335673806598145,0.020216503004682473,0.05022118088940206,0.00016660087994399165
380,theo,,,,5,71,GP,24,0.1,7.0,10.0,,,,2.590520390792032e-17,0.03369924169527347,0.0202747859835245,0.0496786156283571,0.00016672375558919554
381,theo,,,,5,71,GP,24,1e-05,10.0,10.0,,,,5.551115123125784e-17,0.03356739574141881,0.020216503041891,0.05022119001342901,0.00016660088525089698
382,theo,,,,5,71,GP,24,0.001,10.0,10.0,,,,1.0362081563168128e-16,0.0335673655755586,0.02021650405395922,0.050221189706338154,0.0001666008793982219
383,theo,,,,5,71,GP,24,0.1,10.0,10.0,,,,7.401486830834377e-17,0.03417553605837961,0.020610867790723183,0.05066572530963488,0.00016966164210409932
384,theo,,,,5,71,GP,25,1e-05,1.0,10.0,,,,5.921189464667501e-17,0.0335687861183156,0.020216331962206305,0.05008677735547547,0.000166333000828856
385,theo,,,,5,71,GP,25,0.001,1.0,10.0,,,,6.29126380620922e-17,0.033568814875352314,0.020216331945414858,0.05008677778271798,0.00016633300258817044
386,theo,,,,5,71,GP,25,0.1,1.0,10.0,,,,5.921189464667501e-17,0.03375724711742832,0.020304399759426425,0.04930951776595012,0.00016652335464693944
387,theo,,,,5,71,GP,25,1e-05,4.0,10.0,,,,4.440892098500627e-17,0.033568828857529,0.020216340814790314,0.05008672835430613,0.00016633295846059279
388,theo,,,,5,71,GP,25,0.001,4.0,10.0,,,,6.661338147750939e-17,0.03356878474244571,0.020216317161332,0.050086760183220745,0.0001663330046773392
389,theo,,,,5,71,GP,25,0.1,4.0,10.0,,,,6.661338147750939e-17,0.033757265655624584,0.020304395019852713,0.049309506752806334,0.00016652336200756226
390,theo,,,,5,71,GP,25,1e-05,7.0,10.0,,,,5.921189464667501e-17,0.03403599782083384,0.020543482319560838,0.05101310220427413,0.00016924476537793755
391,theo,,,,5,71,GP,25,0.001,7.0,10.0,,,,2.9605947323337513e-17,0.03356883650394686,0.020216331787945397,0.05008677802904888,0.00016633300444039692
392,theo,,,,5,71,GP,25,0.1,7.0,10.0,,,,8.881784197001253e-17,0.03375729375047145,0.020304391921383128,0.049309533287772225,0.0001665233813992075
393,theo,,,,5,71,GP,25,1e-05,10.0,10.0,,,,3.33066907387547e-17,0.03356880537792335,0.020216330888152664,0.05008679413169251,0.00016633301286808283
394,theo,,,,5,71,GP,25,0.001,10.0,10.0,,,,4.070817756958908e-17,0.03356880653684035,0.020216332111746924,0.05008677870346696,0.0001663330020806904
395,theo,,,,5,71,GP,25,0.1,10.0,10.0,,,,1.0362081563168128e-16,0.03375729488888988,0.020304391216146377,0.049309594706325316,0.00016652339902026295
396,theo,,,,5,71,GP,26,1e-05,1.0,10.0,,,,5.551115123125784e-17,0.033575892666206204,0.020216044384209254,0.04995787690055642,0.00016608337158477093
397,theo,,,,5,71,GP,26,0.001,1.0,10.0,,,,6.29126380620922e-17,0.03357597166039726,0.020216044363914863,0.04995787805383958,0.0001660833727802324
398,theo,,,,5,71,GP,26,0.1,1.0,10.0,,,,2.5905203907920326e-17,0.033817181727029744,0.02033557574955008,0.04895338465839566,0.00016635286720355122
399,theo,,,,5,71,GP,26,1e-05,4.0,10.0,,,,3.700743415417189e-17,0.033575925825277846,0.020216044417784167,0.049957877985087745,0.00016608337495217196
400,theo,,,,5,71,GP,26,0.001,4.0,10.0,,,,5.921189464667501e-17,0.03357594015474326,0.020216044425798902,0.04995787793265602,0.00016608337234332788
401,theo,,,,5,71,GP,26,0.1,4.0,10.0,,,,4.440892098500627e-17,0.03381723268632549,0.020335575616410317,0.04895339051232688,0.0001663528742787261
402,theo,,,,5,71,GP,26,1e-05,7.0,10.0,,,,6.661338147750939e-17,0.0340414255914889,0.020540822923137636,0.050896616271778196,0.00016879830645693723
403,theo,,,,5,71,GP,26,0.001,7.0,10.0,,,,4.440892098500627e-17,0.03357595259605972,0.020216043948552732,0.04995788165115351,0.00016608337210186367
404,theo,,,,5,71,GP,26,0.1,7.0,10.0,,,,4.070817756958907e-17,0.03381721484749483,0.020335576766479974,0.04895339236864639,0.00016635286642018878
405,theo,,,,5,71,GP,26,1e-05,10.0,10.0,,,,4.070817756958908e-17,0.034041772577581834,0.020541091048118243,0.05089734817334845,0.00016880289280571013
406,theo,,,,5,71,GP,26,0.001,10.0,10.0,,,,4.810966440042346e-17,0.03357592624374982,0.020216045887545674,0.049957874743560754,0.00016608336205215519
407,theo,,,,5,71,GP,26,0.1,10.0,10.0,,,,6.661338147750939e-17,0.03429892223099484,0.02067400500851015,0.05000271854146524,0.00016859842031735983
408,theo,,,,5,71,GP,27,1e-05,1.0,10.0,,,,5.181040781584064e-17,0.03357771123780149,0.020215808416561374,0.049834688643428354,0.00016585117843073526
409,theo,,,,5,71,GP,27,0.001,1.0,10.0,,,,3.700743415417188e-17,0.03357771777540936,0.020215808599809926,0.04983468696821756,0.0001658511740744344
410,theo,,,,5,71,GP,27,0.1,1.0,10.0,,,,5.1810407815840646e-17,0.03387285863237956,0.02036837638432482,0.048609579901204264,0.00016621259251862577
411,theo,,,,5,71,GP,27,1e-05,4.0,10.0,,,,7.771561172376095e-17,0.03357767733503698,0.020215806847289738,0.04983469226973451,0.00016585118117959236
412,theo,,,,5,71,GP,27,0.001,4.0,10.0,,,,6.29126380620922e-17,0.03357771742465345,0.020215808524034772,0.049834687350087545,0.00016585117862726
413,theo,,,,5,71,GP,27,0.1,4.0,10.0,,,,4.810966440042346e-17,0.03387285611490177,0.020368376038796644,0.04860956108583117,0.0001662125898395017
414,theo,,,,5,71,GP,27,1e-05,7.0,10.0,,,,6.29126380620922e-17,0.034037974931047536,0.020538276944949405,0.05078570256746622,0.00016837732496665863
415,theo,,,,5,71,GP,27,0.001,7.0,10.0,,,,3.700743415417189e-17,0.033577719575606554,0.020215808456467976,0.04983469029862904,0.00016585118106044632
416,theo,,,,5,71,GP,27,0.1,7.0,10.0,,,,7.031412489292658e-17,0.03387286547755796,0.020368383692034607,0.048609671634951085,0.00016621255430128207
417,theo,,,,5,71,GP,27,1e-05,10.0,10.0,,,,8.141635513917814e-17,0.03403828451653871,0.02053850072448993,0.050786511006569945,0.00016838146414506207
418,theo,,,,5,71,GP,27,0.001,10.0,10.0,,,,5.181040781584064e-17,0.03357770506448134,0.020215809113559826,0.04983469051868335,0.0001658511774974096
419,theo,,,,5,71,GP,27,0.1,10.0,10.0,,,,4.810966440042345e-17,0.03387286938382337,0.020368383067717957,0.04860956079485223,0.00016621256818038957
420,theo,,,,5,71,GP,28,1e-05,1.0,10.0,,,,9.992007221626409e-17,0.0340358188496804,0.020535902980670186,0.05067932125679666,0.00016798030368760463
421,theo,,,,5,71,GP,28,0.001,1.0,10.0,,,,4.4408920985006264e-17,0.034035820287657156,0.020535903184905627,0.05067932259952198,0.00016798030606631793
422,theo,,,,5,71,GP,28,0.1,1.0,10.0,,,,5.1810407815840646e-17,0.03440668420492684,0.020742487112349328,0.049380530375302406,0.00016761778248171978
423,theo,,,,5,71,GP,28,1e-05,4.0,10.0,,,,5.181040781584064e-17,0.033580570030669124,0.020215563523773853,0.04971644116824504,0.0001656330271472445
424,theo,,,,5,71,GP,28,0.001,4.0,10.0,,,,4.810966440042346e-17,0.03358049685988072,0.02021556328723551,0.04971642016778763,0.0001656330250672881
425,theo,,,,5,71,GP,28,0.1,4.0,10.0,,,,3.700743415417188e-17,0.033935279313816326,0.02040262729568791,0.04827654037317339,0.00016609978824152458
426,theo,,,,5,71,GP,28,1e-05,7.0,10.0,,,,6.661338147750939e-17,0.03403579474816329,0.020535892372126476,0.05067945890494635,0.00016798043099575731
427,theo,,,,5,71,GP,28,0.001,7.0,10.0,,,,7.031412489292658e-17,0.034035786246781365,0.02053586464358599,0.0506793538843543,0.00016797992910970967
428,theo,,,,5,71,GP,28,0.1,7.0,10.0,,,,6.29126380620922e-17,0.033935259035733065,0.02040262670376823,0.04827654240903647,0.00016609979461303302
429,theo,,,,5,71,GP,28,1e-05,10.0,10.0,,,,5.921189464667501e-17,0.03403616330878177,0.02053615211827173,0.05068014330687174,0.00016798456309947448
430,theo,,,,5,71,GP,28,0.001,10.0,10.0,,,,9.251858538542972e-17,0.03403606378810628,0.020536096808695836,0.050680043447051716,0.00016798370795090858
431,theo,,,,5,71,GP,28,0.1,10.0,10.0,,,,6.29126380620922e-17,0.03440670073931874,0.020742486087012513,0.04938053691143595,0.00016761779505051127
432,theo,,,,5,71,GP,29,1e-05,1.0,10.0,,,,3.700743415417189e-17,0.03403427619568398,0.020533460403284066,0.05057708654951039,0.00016760227779891526
433,theo,,,,5,71,GP,29,0.001,1.0,10.0,,,,5.1810407815840646e-17,0.03403423244352881,0.020533460537189376,0.0505770887669115,0.00016760228686182906
434,theo,,,,5,71,GP,29,0.1,1.0,10.0,,,,5.181040781584064e-17,0.034458198531930787,0.020778419660626712,0.049081813034119556,0.00016716528863583723
435,theo,,,,5,71,GP,29,1e-05,4.0,10.0,,,,7.401486830834377e-17,0.03358157481292466,0.02021522802650521,0.04960294605770086,0.00016543099362513992
436,theo,,,,5,71,GP,29,0.001,4.0,10.0,,,,3.700743415417188e-17,0.03358158197172513,0.020215230326244425,0.04960292820957026,0.00016543099409315205
437,theo,,,,5,71,GP,29,0.1,4.0,10.0,,,,7.031412489292658e-17,0.033984539458208424,0.020438181878714757,0.04795351317611678,0.00016601704400354884
438,theo,,,,5,71,GP,29,1e-05,7.0,10.0,,,,7.771561172376095e-17,0.0340342210644821,0.02053343946054381,0.05057717165137982,0.00016760220968481548
439,theo,,,,5,71,GP,29,0.001,7.0,10.0,,,,2.9605947323337513e-17,0.03403424800115583,0.0205335011863698,0.0505773899076375,0.00016760327412839327
440,theo,,,,5,71,GP,29,0.1,7.0,10.0,,,,6.661338147750939e-17,0.034458145503324634,0.02077838867052578,0.049081851303154365,0.00016716518718056368
441,theo,,,,5,71,GP,29,1e-05,10.0,10.0,,,,6.29126380620922e-17,0.03403415118919386,0.02053338954887265,0.050576842822328334,0.00016760103454123472
442,theo,,,,5,71,GP,29,0.001,10.0,10.0,,,,6.29126380620922e-17,0.033581593022158865,0.02021523150482053,0.0496028996872885,0.00016543098289165104
443,theo,,,,5,71,GP,29,0.1,10.0,10.0,,,,4.070817756958908e-17,0.033984513164452695,0.02043818188447221,0.04795351475681723,0.00016601704181933006
444,theo,,,,5,71,GP,30,1e-05,1.0,10.0,,,,1.6653345369377348e-16,0.034041336325437634,0.02053110790152022,0.05047950654633385,0.00016724342933845834
445,theo,,,,5,71,GP,30,0.001,1.0,10.0,,,,7.031412489292658e-17,0.034040911874868685,0.020530753077448824,0.05047822864520646,0.00016723748428914897
446,theo,,,,5,71,GP,30,0.1,1.0,10.0,,,,4.810966440042346e-17,0.03451632909428024,0.020815470806705486,0.0487905475262145,0.00016673898890211958
447,theo,,,,5,71,GP,30,1e-05,4.0,10.0,,,,8.881784197001253e-17,0.03359086885630428,0.02021494339385798,0.04949415881961896,0.0001652413226155679
448,theo,,,,5,71,GP,30,0.001,4.0,10.0,,,,7.031412489292658e-17,0.033590947386014154,0.020214949036197312,0.04949431271767047,0.0001652413570288013
449,theo,,,,5,71,GP,30,0.1,4.0,10.0,,,,3.700743415417189e-17,0.03404367367878159,0.0204751290567949,0.04763986272989105,0.0001659591722084363
450,theo,,,,5,71,GP,30,1e-05,7.0,10.0,,,,8.881784197001253e-17,0.033590958685698794,0.020214936727477355,0.04949412702756932,0.00016524135050711031
451,theo,,,,5,71,GP,30,0.001,7.0,10.0,,,,6.29126380620922e-17,0.03404165121392922,0.020531230798427745,0.050479541455932794,0.00016724468076015914
452,theo,,,,5,71,GP,30,0.1,7.0,10.0,,,,3.700743415417188e-17,0.03404368727620577,0.02047512907930748,0.04763987039221514,0.00016595916448797614
453,theo,,,,5,71,GP,30,1e-05,10.0,10.0,,,,7.771561172376095e-17,0.03404176863695298,0.020531295404509306,0.05047967864240546,0.00016724558735769132
454,theo,,,,5,71,GP,30,0.001,10.0,10.0,,,,7.031412489292658e-17,0.033590945734554525,0.02021494349761171,0.04949416427391357,0.000165241323397062
455,theo,,,,5,71,GP,30,0.1,10.0,10.0,,,,4.440892098500627e-17,0.03404365471747632,0.020475128351687345,0.04763987583584583,0.00016595916600184872
456,theo,,,,5,71,GP,31,1e-05,1.0,10.0,,,,5.921189464667501e-17,0.033593092182900415,0.02021459769452503,0.04938884890389096,0.000165063823316253
457,theo,,,,5,71,GP,31,0.001,1.0,10.0,,,,7.771561172376095e-17,0.033593176940583794,0.02021459968382477,0.049388831433211926,0.00016506381995355347
458,theo,,,,5,71,GP,31,0.1,1.0,10.0,,,,6.29126380620922e-17,0.034565804947556344,0.0208534693129319,0.04850466559159304,0.00016634138306086338
459,theo,,,,5,71,GP,31,1e-05,4.0,10.0,,,,5.551115123125784e-17,0.03359319306985702,0.02021459782980007,0.04938884981967065,0.0001650638271318204
460,theo,,,,5,71,GP,31,0.001,4.0,10.0,,,,6.29126380620922e-17,0.03359316868369932,0.020214597621300547,0.04938884256162159,0.00016506382939374364
461,theo,,,,5,71,GP,31,0.1,4.0,10.0,,,,5.551115123125783e-17,0.03410104166585205,0.020513277424072142,0.047333853562077775,0.0001659264493273363
462,theo,,,,5,71,GP,31,1e-05,7.0,10.0,,,,5.551115123125783e-17,0.033593157914080456,0.020214597489130622,0.04938882722719191,0.00016506381439168683
463,theo,,,,5,71,GP,31,0.001,7.0,10.0,,,,8.881784197001253e-17,0.03404109447817342,0.020528916214714345,0.050384652783023356,0.00016690443240548696
464,theo,,,,5,71,GP,31,0.1,7.0,10.0,,,,4.070817756958908e-17,0.034565786359825504,0.020853451638135945,0.048504851828783245,0.0001663416664018657
465,theo,,,,5,71,GP,31,1e-05,10.0,10.0,,,,5.551115123125783e-17,0.034040691845537416,0.020528679239492902,0.05038380803144892,0.00016690064832842195
466,theo,,,,5,71,GP,31,0.001,10.0,10.0,,,,8.511709855459534e-17,0.03359320133831403,0.020214603676989965,0.049388836994587,0.00016506382821511733
467,theo,,,,5,71,GP,31,0.1,10.0,10.0,,,,9.62193288008469e-17,0.0341010025295708,0.020513276636926807,0.04733387778088126,0.00016592644187994116
468,theo,,,,5,71,GP,32,1e-05,1.0,10.0,,,,4.440892098500627e-17,0.03403708215224441,0.020526491546337264,0.05029260094023957,0.00016657774434821151
469,theo,,,,5,71,GP,32,0.001,1.0,10.0,,,,9.992007221626409e-17,0.03403706863331612,0.020526491460549908,0.050292600838642905,0.0001665777431111057
470,theo,,,,5,71,GP,32,0.1,1.0,10.0,,,,9.251858538542972e-17,0.03461226885828202,0.02089240618218533,0.04822463295775462,0.00016597172701696242
471,theo,,,,5,71,GP,32,1e-05,4.0,10.0,,,,5.181040781584064e-17,0.03359229951930935,0.020214225362336125,0.0492873618576347,0.00016489752901090608
472,theo,,,,5,71,GP,32,0.001,4.0,10.0,,,,1.1102230246251565e-16,0.033592272440844034,0.020214223683100017,0.0492873313915602,0.00016489752549699718
473,theo,,,,5,71,GP,32,0.1,4.0,10.0,,,,9.992007221626409e-17,0.034152929911333084,0.02055263904677239,0.04703545070716502,0.0001659170290100937
474,theo,,,,5,71,GP,32,1e-05,7.0,10.0,,,,9.992007221626409e-17,0.03403717168271623,0.020526612708911034,0.050293026643982275,0.00016657958465339447
475,theo,,,,5,71,GP,32,0.001,7.0,10.0,,,,4.810966440042346e-17,0.03359223223977293,0.02021422609135447,0.049287362936273234,0.00016489752497626407
476,theo,,,,5,71,GP,32,0.1,7.0,10.0,,,,5.181040781584064e-17,0.03415293463640941,0.0205526390808924,0.0470354512989782,0.00016591702145003876
477,theo,,,,5,71,GP,32,1e-05,10.0,10.0,,,,8.511709855459534e-17,0.034036306042265624,0.020525916696203912,0.050290736927587065,0.0001665691856229649
478,theo,,,,5,71,GP,32,0.001,10.0,10.0,,,,5.551115123125783e-17,0.03403619149287271,0.020525848310408015,0.05029072024922304,0.0001665685275495482
479,theo,,,,5,71,GP,32,0.1,10.0,10.0,,,,3.700743415417189e-17,0.034198410207426526,0.02058859078144161,0.04717392119168242,0.00016559466006529908
480,theo,,,,5,71,GP,33,1e-05,1.0,10.0,,,,9.992007221626409e-17,0.03403632779672568,0.020524140365052047,0.05020415711020199,0.00016626773775592295
481,theo,,,,5,71,GP,33,0.001,1.0,10.0,,,,8.511709855459534e-17,0.03403646660919693,0.02052422543022618,0.050204132078001326,0.00016626848671548783
482,theo,,,,5,71,GP,33,0.1,1.0,10.0,,,,5.921189464667501e-17,0.03467362406087659,0.020932099212426367,0.04794879304503631,0.0001656282053540203
483,theo,,,,5,71,GP,33,1e-05,4.0,10.0,,,,1.591319668629391e-16,0.03359450574620482,0.020213838409661653,0.04918934491866263,0.0001647411547596697
484,theo,,,,5,71,GP,33,0.001,4.0,10.0,,,,6.29126380620922e-17,0.03359451460914745,0.02021383802339034,0.049189384994424094,0.0001647411515285033
485,theo,,,,5,71,GP,33,0.1,4.0,10.0,,,,8.141635513917814e-17,0.034215137509687334,0.020593193636608144,0.04674385779055553,0.00016592862186148242
486,theo,,,,5,71,GP,33,1e-05,7.0,10.0,,,,7.031412489292658e-17,0.033594529756705786,0.02021383939306206,0.049189325542658244,0.00016474115351237112
487,theo,,,,5,71,GP,33,0.001,7.0,10.0,,,,5.181040781584064e-17,0.03403668070459035,0.020524379552175617,0.05020459852918337,0.00016627061872067562
488,theo,,,,5,71,GP,33,0.1,7.0,10.0,,,,5.921189464667501e-17,0.034215103845816164,0.020593193549742917,0.04674386452948695,0.00016592862243096108
489,theo,,,,5,71,GP,33,1e-05,10.0,10.0,,,,4.810966440042345e-17,0.03359453235694152,0.02021384273861017,0.049189344501555696,0.000164741140670627
490,theo,,,,5,71,GP,33,0.001,10.0,10.0,,,,4.810966440042345e-17,0.03359448739030104,0.02021383838245964,0.04918933762703517,0.000164741148800784
491,theo,,,,5,71,GP,33,0.1,10.0,10.0,,,,6.661338147750939e-17,0.03421510018338228,0.02059318806172775,0.046743860273531064,0.00016592866305820407
492,theo,,,,5,71,GP,34,1e-05,1.0,10.0,,,,5.1810407815840646e-17,0.034037864167217144,0.020521979516241306,0.050118660923694734,0.0001659736850304185
493,theo,,,,5,71,GP,34,0.001,1.0,10.0,,,,6.29126380620922e-17,0.034037377782784144,0.020521690051300112,0.05011781199011542,0.00016596982391750076
494,theo,,,,5,71,GP,34,0.1,1.0,10.0,,,,1.591319668629391e-16,0.034744424179119826,0.020973057257719637,0.04767834303140483,0.00016531582113054702
495,theo,,,,5,71,GP,34,1e-05,4.0,10.0,,,,7.771561172376095e-17,0.03359928531241683,0.020213383584309085,0.04909470390264805,0.00016459490282234136
496,theo,,,,5,71,GP,34,0.001,4.0,10.0,,,,4.070817756958908e-17,0.03359932665548978,0.02021339062573789,0.04909468323483883,0.00016459486616753332
497,theo,,,,5,71,GP,34,0.1,4.0,10.0,,,,6.29126380620922e-17,0.03428329777031224,0.020634852221410784,0.04645870220329857,0.00016596164875829535
498,theo,,,,5,71,GP,34,1e-05,7.0,10.0,,,,6.661338147750939e-17,0.034038029024924935,0.02052216064225616,0.05011918223445094,0.0001659760670362134
499,theo,,,,5,71,GP,34,0.001,7.0,10.0,,,,7.401486830834377e-17,0.03359931064304297,0.020213393499948825,0.04909471359748298,0.00016459485192259852
500,theo,,,,5,71,GP,34,0.1,7.0,10.0,,,,7.031412489292658e-17,0.03428330748749623,0.02063484449972336,0.04645869568435482,0.00016596171469184944
501,theo,,,,5,71,GP,34,1e-05,10.0,10.0,,,,7.771561172376095e-17,0.03359939215247212,0.020213396099924143,0.049094748585620185,0.0001645948315354455
502,theo,,,,5,71,GP,34,0.001,10.0,10.0,,,,9.251858538542972e-17,0.03403737593790626,0.020521706024479534,0.05011775165680519,0.00016596988455392866
503,theo,,,,5,71,GP,34,0.1,10.0,10.0,,,,6.29126380620922e-17,0.03428332958663086,0.02063484306380177,0.04645870479932142,0.00016596172916739872
504,theo,,,,5,71,GP,35,1e-05,1.0,10.0,,,,4.810966440042345e-17,0.03403370734985727,0.020519831720047146,0.050035806429573476,0.00016569171128377993
505,theo,,,,5,71,GP,35,0.001,1.0,10.0,,,,1.1842378929335003e-16,0.034033709769362756,0.020519831905762655,0.05003580480758527,0.00016569171187180828
506,theo,,,,5,71,GP,35,0.1,1.0,10.0,,,,5.181040781584064e-17,0.034806437196300645,0.021014749088125007,0.04741115131425904,0.00016502977897191916
507,theo,,,,5,71,GP,35,1e-05,4.0,10.0,,,,8.141635513917814e-17,0.033596508728081356,0.020213001520771854,0.04900302123146203,0.0001644559348727006
508,theo,,,,5,71,GP,35,0.001,4.0,10.0,,,,5.921189464667501e-17,0.033596514082790845,0.02021300291690357,0.049003037966872894,0.0001644559325109882
509,theo,,,,5,71,GP,35,0.1,4.0,10.0,,,,3.33066907387547e-17,0.03434502343342332,0.020677683645901477,0.04617928181377137,0.00016601288694283837
510,theo,,,,5,71,GP,35,1e-05,7.0,10.0,,,,4.4408920985006264e-17,0.0340339340417576,0.020519993947253536,0.05003630666327853,0.00016569380736311136
